assetId,domain,assetKind,logicalGroup,source,sourcePath,sourceType,originalFunction,originalRenderer,modernRenderer,productionStatus,shippingStatus,evidenceStatus,rightsStatus,replacementRequired,replacementComplete,humanApproved,runtimeQaPassed,dimensions,format,runtimeConsumer,visualQaStatus,generation,disposition,replacementAssetId,dependencies,blockers,notes
art:battle-field:battle-volcano:arena-reference,BATTLE_FIELD,BATTLE_FIELD_REFERENCE,field_bm03_01,YDIJ Battle Field catalog,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,RESEARCH_DOCUMENT,BATTLE_VOLCANO,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_CROSSCHECK,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ARENA_REPLACEMENT_REQUIRED""]",field=field_bm03_01; optional animated layer=field_bm03_01_anim. A 3D effect never promotes this 2D arena to full 3D.
art:battle-field:field-bm00-00:shared-layer-reference,BATTLE_FIELD,BATTLE_FIELD_SHARED_LAYER_REFERENCE,field_bm00_00,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,BATTLE_FIELD_SHARED_COMMON_LAYER,NDS_2D,LAYERED_2D,NEEDS_REBUILD,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_SHARED_LAYER_REPLACEMENT_REQUIRED""]","Shared sprite/OPM layer that 10 of the 11 battle fields reference (BATTLE_CYBERSPACE is the sole exception). Correctly excluded from the 11-field count, but it is authored art in its own right and needs its own replacement, so the arenas that composite it stay consistent."
art:character-animation:db-main-slot-00:rom-contract,CHARACTER_ANIMATION,CHARACTER_ANIMATION_SLOT_CONTRACT,db-main-animation-contract,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_DB_MAIN_SLOT_00,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]","Database tier Main animation slot 00 of 4. Read from NANR sequence counts: 216 regular entities declare 4 slots, 8 eggs declare 1. Distinct from the gameplay contract (40 Main / 13 Sub). Slot meaning is unnamed until traced."
art:character-animation:db-main-slot-01:rom-contract,CHARACTER_ANIMATION,CHARACTER_ANIMATION_SLOT_CONTRACT,db-main-animation-contract,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_DB_MAIN_SLOT_01,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]","Database tier Main animation slot 01 of 4. Read from NANR sequence counts: 216 regular entities declare 4 slots, 8 eggs declare 1. Distinct from the gameplay contract (40 Main / 13 Sub). Slot meaning is unnamed until traced."
art:character-animation:db-main-slot-02:rom-contract,CHARACTER_ANIMATION,CHARACTER_ANIMATION_SLOT_CONTRACT,db-main-animation-contract,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_DB_MAIN_SLOT_02,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]","Database tier Main animation slot 02 of 4. Read from NANR sequence counts: 216 regular entities declare 4 slots, 8 eggs declare 1. Distinct from the gameplay contract (40 Main / 13 Sub). Slot meaning is unnamed until traced."
art:character-animation:db-main-slot-03:rom-contract,CHARACTER_ANIMATION,CHARACTER_ANIMATION_SLOT_CONTRACT,db-main-animation-contract,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_DB_MAIN_SLOT_03,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]","Database tier Main animation slot 03 of 4. Read from NANR sequence counts: 216 regular entities declare 4 slots, 8 eggs declare 1. Distinct from the gameplay contract (40 Main / 13 Sub). Slot meaning is unnamed until traced."
art:character-animation:db-sub-slot-00:rom-contract,CHARACTER_ANIMATION,CHARACTER_ANIMATION_SLOT_CONTRACT,db-sub-animation-contract,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_DB_SUB_SLOT_00,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]","Database tier Sub animation slot 00 of 3. Read from NANR sequence counts: 216 regular entities declare 3 slots, 8 eggs declare 1. Distinct from the gameplay contract (40 Main / 13 Sub). Slot meaning is unnamed until traced."
art:character-animation:db-sub-slot-01:rom-contract,CHARACTER_ANIMATION,CHARACTER_ANIMATION_SLOT_CONTRACT,db-sub-animation-contract,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_DB_SUB_SLOT_01,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]","Database tier Sub animation slot 01 of 3. Read from NANR sequence counts: 216 regular entities declare 3 slots, 8 eggs declare 1. Distinct from the gameplay contract (40 Main / 13 Sub). Slot meaning is unnamed until traced."
art:character-animation:db-sub-slot-02:rom-contract,CHARACTER_ANIMATION,CHARACTER_ANIMATION_SLOT_CONTRACT,db-sub-animation-contract,YDIJ ROM art census,docs/art/ROM_ART_CENSUS.json,ROM_BINARY,RAW_DB_SUB_SLOT_02,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,VERIFIED_BINARY,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]","Database tier Sub animation slot 02 of 3. Read from NANR sequence counts: 216 regular entities declare 3 slots, 8 eggs declare 1. Distinct from the gameplay contract (40 Main / 13 Sub). Slot meaning is unnamed until traced."
art:character-animation:main-slot-00:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_00,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_00 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-01:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_01,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_01 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-02:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_02,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_02 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-03:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_03,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_03 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-04:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_04,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_04 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-05:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_05,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_05 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-06:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_06,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_06 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-07:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_07,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_07 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-08:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_08,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_08 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-09:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_09,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_09 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-10:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_10,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_10 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-11:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_11,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_11 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-12:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_12,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_12 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-13:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_13,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_13 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
art:character-animation:main-slot-14:rom-contract,CHARACTER_ANIMATION,ANIMATION_SLOT_CONTRACT,main-animation-contract,YDIJ NANR decoded runtime manifest,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,DECODED_REFERENCE,RAW_SLOT_14,NDS_2D,PIXIJS_2D,NEEDS_REANIMATION,ORIGINAL_REPLACEMENT_REQUIRED,UNKNOWN_SEMANTIC,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ANIMATION_REPLACEMENT_REQUIRED"",""SEMANTIC_CALL_TRACE_REQUIRED""]",Preserve RAW_SLOT_14 as the authoritative semantic label until runtime call-site evidence exists. Egg entities expose only slots 00-01; Digimon contract reaches the full side count.
