assetId,domain,assetKind,logicalGroup,source,sourcePath,sourceType,originalFunction,originalRenderer,modernRenderer,productionStatus,shippingStatus,evidenceStatus,rightsStatus,replacementRequired,replacementComplete,humanApproved,runtimeQaPassed,dimensions,format,runtimeConsumer,visualQaStatus,generation,disposition,replacementAssetId,dependencies,blockers,notes
art:map:field-cm08-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm08_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_08,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Grassland / そうげん; preserve environment role, rebuild original visuals."
art:map:field-cm09-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm09_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_09,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Beach / ビーチ; preserve environment role, rebuild original visuals."
art:map:field-cm10-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm10_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_10,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Mine / こうざん; preserve environment role, rebuild original visuals."
art:map:field-cm11-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm11_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_11,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Forest / もり; preserve environment role, rebuild original visuals."
art:map:field-cm12-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm12_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_12,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Jungle / ジャングル; preserve environment role, rebuild original visuals."
art:map:field-cm13-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm13_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_13,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Shrine / しんでん; preserve environment role, rebuild original visuals."
art:map:field-cm14-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm14_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_14,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Graveyard / はかば; preserve environment role, rebuild original visuals."
art:map:field-cm15-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm15_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_15,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Factory / こうじょう; preserve environment role, rebuild original visuals."
art:map:field-cm16-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm16_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_16,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Mini Clinic / ミニほけんしつ; preserve environment role, rebuild original visuals."
art:map:field-cm17-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm17_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_17,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Hospital / びょういん; preserve environment role, rebuild original visuals."
art:map:field-cm18-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm18_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_18,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Flower Garden / はなぞの; preserve environment role, rebuild original visuals."
art:map:field-cm19-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm19_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_19,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Hot Spring / おんせん; preserve environment role, rebuild original visuals."
art:map:field-cm20-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm20_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_20,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Desert / さばく; preserve environment role, rebuild original visuals."
art:map:field-cm21-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm21_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_21,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Ice / こおり; preserve environment role, rebuild original visuals."
art:map:field-cm22-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm22_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_22,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Power Plant / はつでんしょ; preserve environment role, rebuild original visuals."
art:map:field-cm23-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm23_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_23,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Gas Room / ガスルーム; preserve environment role, rebuild original visuals."
art:map:field-cm24-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm24_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_24,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Temple / おてら; preserve environment role, rebuild original visuals."
art:map:field-cm25-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm25_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_25,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Zoo / どうぶつえん; preserve environment role, rebuild original visuals."
art:map:field-cm26-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm26_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_26,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Ranch / ぼくじょう; preserve environment role, rebuild original visuals."
art:map:field-cm27-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm27_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_27,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Ring / リング; preserve environment role, rebuild original visuals."
art:map:field-cm28-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm28_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_28,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Waiting Room / ひかえしつ; preserve environment role, rebuild original visuals."
art:map:field-cm29-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm29_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_29,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Lid / ふた; preserve environment role, rebuild original visuals."
art:map:field-cm30-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm30_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_30,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Mini Exercise / ミニうんどうじょう; preserve environment role, rebuild original visuals."
art:map:field-cm31-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm31_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_31,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Clinic / ほけんしつ; preserve environment role, rebuild original visuals."
art:map:field-cm32-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm32_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_32,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Mini Flower Garden / ミニはなぞの; preserve environment role, rebuild original visuals."
art:map:field-cm33-01:cage-reference,MAP,CAGE_ENVIRONMENT_REFERENCE,field_cm33_01,YDIJ Cage terrain visual map,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\CAGE_TERRAIN_VISUAL_MAP_40.csv,RESEARCH_DOCUMENT,CAGE_ENVIRONMENT_33,NDS_2D,LAYERED_2D,REUSABLE_STRUCTURE,ORIGINAL_REPLACEMENT_REQUIRED,HIGH_CONFIDENCE_ENUM_ALIGNMENT,ROM_COPYRIGHTED_REFERENCE,true,,,,,,,,,REBUILD,,[],"[""ORIGINAL_ENVIRONMENT_REPLACEMENT_REQUIRED""]","Mini Forest / ミニもり; preserve environment role, rebuild original visuals."
