assetId,role,path,referenceKind,absolute,exists,containsReplacementCharacter
art:battle-field:battle-normal:arena-reference,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:battle-normal:arena-reference,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:battle-normal:arena-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:battle-southpole:arena-reference,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:battle-southpole:arena-reference,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:battle-southpole:arena-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:battle-stadium:arena-reference,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:battle-stadium:arena-reference,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:battle-stadium:arena-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:battle-volcano:arena-reference,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:battle-volcano:arena-reference,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:battle-volcano:arena-reference,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\03_MAP_ART_STRUCTURE\original_reference\BATTLE_FIELD_CATALOG_11.csv,FILESYSTEM,True,True,False
art:battle-field:field-bm00-00:shared-layer-reference,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:battle-field:field-bm00-00:shared-layer-reference,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:battle-field:field-bm00-00:shared-layer-reference,component,rom:/field/field_bm00_00.nbs,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:battle-field:field-bm00-00:shared-layer-reference,component,rom:/field/field_bm00_00.ncgr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:battle-field:field-bm00-00:shared-layer-reference,component,rom:/field/field_bm00_00.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:battle-field:field-bm00-00:shared-layer-reference,component,rom:/field/field_bm00_00_common.nanr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:battle-field:field-bm00-00:shared-layer-reference,component,rom:/field/field_bm00_00_common.ncbr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:battle-field:field-bm00-00:shared-layer-reference,component,rom:/field/field_bm00_00_common.ncer,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:battle-field:field-bm00-00:shared-layer-reference,component,rom:/field/field_bm00_00_common.nclr,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:battle-field:field-bm00-00:shared-layer-reference,component,rom:/field/field_bm00_00_common.opm,LOGICAL_URI_NOT_FILESYSTEM,False,,False
art:character-animation:db-main-slot-00:rom-contract,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-main-slot-00:rom-contract,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-main-slot-01:rom-contract,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-main-slot-01:rom-contract,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-main-slot-02:rom-contract,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-main-slot-02:rom-contract,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-main-slot-03:rom-contract,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-main-slot-03:rom-contract,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-sub-slot-00:rom-contract,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-sub-slot-00:rom-contract,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-sub-slot-01:rom-contract,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-sub-slot-01:rom-contract,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-sub-slot-02:rom-contract,sourcePath,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:db-sub-slot-02:rom-contract,evidenceRef,docs/art/ROM_ART_CENSUS.json,FILESYSTEM,False,True,False
art:character-animation:main-slot-00:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-00:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-00:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-00:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-01:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-01:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-01:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-01:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-02:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-02:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-02:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-02:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-03:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-03:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-03:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-03:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-04:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-04:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-04:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-04:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-05:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-05:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-05:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-05:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-06:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-06:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-06:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-06:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-07:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-07:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-07:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-07:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-08:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-08:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-08:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-08:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-09:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-09:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-09:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-09:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-10:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-10:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-10:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-10:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-11:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-11:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-11:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-11:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-12:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-12:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-12:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-12:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-13:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-13:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-13:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-13:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-14:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-14:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-14:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-14:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-15:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-15:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-15:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-15:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-16:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-16:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\DIGIMON_CHAMPIONSHIP_ANIMATION_FORENSICS_V2.md,FILESYSTEM,True,True,False
art:character-animation:main-slot-16:rom-contract,evidenceRef,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-16:rom-contract,component,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
art:character-animation:main-slot-17:rom-contract,sourcePath,R:\NEXUS LINK\原作\CLAUDE_CODE_YDIJ_HANDOFF\02_CHARACTER_ART_STRUCTURE\digimon_runtime_manifest.json,FILESYSTEM,True,True,False
