"entityId","kind","mainSequences","subSequences","slots","exactRgbaMasters","blankSlots","motionContract","status"
"m203_elecmon","CREATURE","40","13","79","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m203_elecmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m204_otamamon","CREATURE","40","13","79","42","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m204_otamamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m205_gaomon","CREATURE","40","13","86","59","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m205_gaomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m206_gazimon","CREATURE","40","13","75","54","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m206_gazimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m208_gabumon","CREATURE","40","13","77","55","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m208_gabumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m209_kamemon","CREATURE","40","13","83","56","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m209_kamemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m210_gizamon","CREATURE","40","13","79","47","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m210_gizamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m211_candmon","CREATURE","40","13","80","50","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m211_candmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m214_kunemon","CREATURE","40","13","74","41","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m214_kunemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m217_gottumon","CREATURE","40","13","80","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m217_gottumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m218_goburimon","CREATURE","40","13","80","51","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m218_goburimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m219_gomamon","CREATURE","40","13","81","46","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m219_gomamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m221_terriermon","CREATURE","40","13","80","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m221_terriermon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m222_tentomon","CREATURE","40","13","78","47","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m222_tentomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m223_toyagumon","CREATURE","40","13","81","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m223_toyagumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m224_dracomon","CREATURE","40","13","81","44","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m224_dracomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m225_bakumon","CREATURE","40","13","83","44","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m225_bakumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m226_hagurumon","CREATURE","40","13","83","40","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m226_hagurumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m227_patamon","CREATURE","40","13","82","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m227_patamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m228_palmon","CREATURE","40","13","79","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m228_palmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m229_picodevimon","CREATURE","40","13","81","42","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m229_picodevimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m230_piyomon","CREATURE","40","13","83","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m230_piyomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m231_falcomon","CREATURE","40","13","82","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m231_falcomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m232_plotmon","CREATURE","40","13","81","50","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m232_plotmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m233_floramon","CREATURE","40","13","81","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m233_floramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m235_mushmon","CREATURE","40","13","81","51","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m235_mushmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m236_yukiagumon","CREATURE","40","13","83","50","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m236_yukiagumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m237_renamon","CREATURE","40","13","81","55","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m237_renamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m238_coronamon","CREATURE","40","13","84","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m238_coronamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m239_lunamon","CREATURE","40","13","75","42","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m239_lunamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m240_kuroagumon","CREATURE","40","13","83","52","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m240_kuroagumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m241_psychemon","CREATURE","40","13","77","56","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m241_psychemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m242_alraumon","CREATURE","40","13","79","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m242_alraumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m243_tsukaimon","CREATURE","40","13","82","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m243_tsukaimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m244_vmon","CREATURE","40","13","87","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m244_vmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m255_guilmon","CREATURE","40","13","81","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m255_guilmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m301_ankylomon","CREATURE","40","13","76","51","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m301_ankylomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m303_ikkakumon","CREATURE","40","13","77","43","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m303_ikkakumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m304_wizarmon","CREATURE","40","13","76","52","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m304_wizarmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m305_woodmon","CREATURE","40","13","76","42","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m305_woodmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m306_airdramon","CREATURE","40","13","82","51","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m306_airdramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m308_angemon","CREATURE","40","13","73","40","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m308_angemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m310_orgemon","CREATURE","40","13","75","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m310_orgemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m311_gaogamon","CREATURE","40","13","83","58","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m311_gaogamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m312_kabuterimon","CREATURE","40","13","80","47","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m312_kabuterimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m313_gargomon","CREATURE","40","13","75","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m313_gargomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m314_garurumon_va","CREATURE","40","13","79","57","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m314_garurumon_va/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m315_garurumon_vi","CREATURE","40","13","79","56","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m315_garurumon_vi/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m316_guardromon","CREATURE","40","13","77","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m316_guardromon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m317_kiwimon","CREATURE","40","13","74","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m317_kiwimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m318_kyubimon","CREATURE","40","13","79","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m318_kyubimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m320_graymon","CREATURE","40","13","77","55","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m320_graymon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m321_clockmon","CREATURE","40","13","87","54","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m321_clockmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m322_kuwagamon","CREATURE","40","13","82","46","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m322_kuwagamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m323_gekomon","CREATURE","40","13","74","47","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m323_gekomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m324_gesomon","CREATURE","40","13","75","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m324_gesomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m325_centalmon","CREATURE","40","13","75","47","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m325_centalmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m326_cockatrimon","CREATURE","40","13","72","50","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m326_cockatrimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m328_thanderballmon","CREATURE","40","13","73","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m328_thanderballmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m329_shellmon","CREATURE","40","13","83","51","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m329_shellmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m330_geograymon","CREATURE","40","13","77","51","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m330_geograymon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m331_seadramon","CREATURE","40","13","82","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m331_seadramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m333_scumon","CREATURE","40","13","80","42","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m333_scumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m334_starmon","CREATURE","40","13","75","50","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m334_starmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m337_darcmon","CREATURE","40","13","73","46","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m337_darcmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m338_darktyranomon","CREATURE","40","13","79","55","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m338_darktyranomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m339_tyranomon","CREATURE","40","13","79","55","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m339_tyranomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m340_tailmon","CREATURE","40","13","83","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m340_tailmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m341_devidramon","CREATURE","40","13","82","52","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m341_devidramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m342_devimon","CREATURE","40","13","75","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m342_devimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m343_togemon","CREATURE","40","13","75","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m343_togemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m345_tortamon","CREATURE","40","13","81","43","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m345_tortamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m346_numemon","CREATURE","40","13","81","44","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m346_numemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m347_bakemon","CREATURE","40","13","83","42","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m347_bakemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m349_bardramon","CREATURE","40","13","75","54","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m349_bardramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m351_vagimon","CREATURE","40","13","79","42","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m351_vagimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m352_peckmon","CREATURE","40","13","93","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m352_peckmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m353_meramon","CREATURE","40","13","77","54","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m353_meramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m354_mojyamon","CREATURE","40","13","77","54","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m354_mojyamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m355_monochromon","CREATURE","40","13","80","43","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m355_monochromon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m356_yukidarumon","CREATURE","40","13","79","55","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m356_yukidarumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m357_unimon","CREATURE","40","13","77","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m357_unimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m358_youkomon","CREATURE","40","13","79","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m358_youkomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m359_rynxmon","CREATURE","40","13","80","50","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m359_rynxmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m362_raremon","CREATURE","40","13","81","46","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m362_raremon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m363_leomon","CREATURE","40","13","76","55","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m363_leomon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m364_redvagimon","CREATURE","40","13","79","50","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m364_redvagimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m366_coredramon_ten","CREATURE","40","13","76","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m366_coredramon_ten/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m367_coredramon_ti","CREATURE","40","13","76","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m367_coredramon_ti/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m368_firamon","CREATURE","40","13","82","55","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m368_firamon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m369_lekismon","CREATURE","40","13","77","48","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m369_lekismon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m370_icedevimon","CREATURE","40","13","75","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m370_icedevimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m371_grurumon","CREATURE","40","13","81","58","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m371_grurumon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m372_geremon","CREATURE","40","13","81","47","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m372_geremon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m373_bluemeramon","CREATURE","40","13","75","54","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m373_bluemeramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m374_sorcerimon","CREATURE","40","13","76","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m374_sorcerimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m375_akatorimon","CREATURE","40","13","72","49","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m375_akatorimon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m376_saverdramon","CREATURE","40","13","75","51","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m376_saverdramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m377_icemon","CREATURE","40","13","80","53","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m377_icemon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m378_vdramon","CREATURE","40","13","77","45","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m378_vdramon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
"m379_growmon","CREATURE","40","13","76","47","0","docs/art/production/characters/appearance-refresh-v1/generated/entities/m379_growmon/motion-contract.json","COST_REFERENCE_NOT_ORIGINAL_ART_COMPLETION"
